-0.14489187	0.36845353	-0.39598	0.13837044	0.14625055	0.40300673	-0.48738152	-0.024012746	0.008691354	0.01529626	-0.051963106	-0.033917826	-0.2130838	0.15551029	0.056827705	-0.225509
-0.37015104	0.11894614	-0.20573057	0.3041766	0.38296992	0.30648804	-0.6311218	-0.42494017	0.4413644	0.24662513	0.19393967	-0.0634138	-0.3671106	0.14542039	-0.35995007	-0.48916498
0.12725069	0.29506636	-0.27831095	0.2133267	-0.07467636	0.48412326	-0.12109748	0.10687701	0.0013731653	-0.36974218	0.3939256	0.25369674	-0.2997343	0.30646524	0.11448202	0.11000783
0.05331321	0.41445187	-0.24689397	-0.16690198	-0.010946291	0.44486448	-0.2070109	0.197027	-0.07433999	-0.075663246	-0.09008139	-0.10577881	-0.19057633	-0.048839692	0.17710824	0.07198071
0.19507997	0.14334413	-0.2551628	-0.24988958	0.0041111405	0.055829957	-0.2923148	-0.047655325	-0.094351016	-0.07801174	-0.43134174	-0.07960265	-0.11635859	-0.053501464	0.08100098	-0.095023684
0.29048043	0.5368939	-0.1744798	0.37931094	-0.43125758	0.64244574	0.5544501	0.5144298	-0.27266997	-0.6003652	0.88768363	0.51158726	-0.068877436	0.43222323	0.36032546	0.5594883
-0.31678027	0.28201172	-0.29289216	0.2652109	0.2099738	0.47066876	-0.4582373	-0.03035477	0.23883535	0.21073899	0.41103134	-0.018019406	-0.26213565	0.18415913	-0.03930699	-0.10750851
-0.15965316	0.19357584	-0.35650676	0.21286309	0.13828802	0.20419878	-0.5875648	-0.08189337	-0.01373175	0.22887339	0.081984125	0.045216873	0.06400843	0.15365294	-0.043719623	-0.11959379
0.6070039	0.28652126	-0.5572666	0.4183755	-0.5743559	0.4848816	0.09082472	0.49715167	-0.56814915	-0.41618082	0.07341003	0.46497262	0.5291447	0.3966885	0.48112485	0.414824
-0.092435874	0.29700866	-0.13784128	0.17722136	0.049395148	0.4368451	-0.29184574	0.08695722	0.07646655	-0.008426259	0.4314557	0.025289923	-0.14140792	0.20087823	0.0950492	0.039018635
-0.51397836	0.37999395	-0.41660184	0.55423343	0.20081203	0.42786688	-0.7835931	0.16113241	0.05777045	0.6837488	0.543281	-0.122206375	-0.08335	0.14470285	-0.05373325	0.069415346
0.2901542	-0.09727524	-0.7728966	0.58839124	-0.2385345	-0.03341825	-0.8148156	-0.032658324	-0.4469629	0.37563825	-0.43937033	0.1730691	0.59342724	0.27596167	0.21161257	-0.06490395
0.4609208	0.1266982	-0.47817925	-0.2847199	-0.23473276	-0.014887429	-0.28628612	0.13502522	-0.39047348	-0.083272845	-0.8579698	-0.08949977	0.2717297	-0.121624455	0.23706849	0.018616375
-0.21515359	0.21099818	-0.20953894	0.1888233	0.2482118	0.39990819	-0.35724556	-0.18376754	0.2907431	0.034437258	0.44151697	0.094427235	-0.35788843	0.22108784	-0.19193238	-0.33976096
-0.036852084	0.0035345394	0.32670572	-0.49536672	0.43518955	-0.16059726	-0.18020158	-0.45209625	0.472096	-0.03050043	-0.58860075	-0.27365184	-0.58545774	-0.31859225	-0.43936247	-0.56825286
-0.11122862	-0.21544191	-0.38992798	0.2608552	0.2610325	-0.087670654	-0.7193669	-0.57980824	0.24219204	0.30043697	-0.14138904	0.06934683	-0.16546121	0.12130921	-0.33379233	-0.6103527
0.24982463	-0.22265966	-0.19791214	-0.09722998	0.12822297	-0.16853178	-0.34346232	-0.5005303	0.11670494	-0.0466329	-0.5833961	0.09111682	-0.07444174	0.03357375	-0.1842437	-0.5505951
0.041901123	0.31906357	0.045503803	-0.2593744	0.19908099	0.3555906	-0.08260952	-0.08316578	0.21157375	-0.17995113	-0.114837915	-0.04254059	-0.43976313	-0.02573924	-0.05893813	-0.24398398
0.0012453285	0.881722	0.78544885	-0.6527616	-0.012831936	0.88776433	0.89910406	0.63947767	0.4972391	-0.74820817	1.1730598	0.20312294	-1.1978469	0.24400257	0.09434566	0.6048087
-0.17506674	0.60428405	-0.21574728	-0.23906685	-0.036372658	0.29149804	-0.36108986	0.26164943	-0.20548229	0.28017104	-0.38471657	-0.4135368	-0.028183391	-0.34678677	0.16705209	0.17264262
-0.11773093	0.4957844	-0.27066538	-0.05950247	-0.034147356	0.39567423	-0.25173956	0.32186058	-0.23056732	0.13089916	-0.13385001	-0.28121182	-0.084535345	-0.103936344	0.22855103	0.29926604
0.28175488	-0.041320566	-0.41010103	0.57612956	-0.21376985	0.3231476	-0.16816399	-0.026768465	-0.10853496	-0.30638558	0.73362267	0.5627187	0.17212142	0.5167212	0.119245015	-0.013554023
0.082986504	-0.23540364	-0.48472634	0.46798223	0.03903163	-0.013456603	-0.5272745	-0.24598584	-0.15771931	0.33540517	0.061968222	0.22254817	0.44134212	0.29506335	-0.1221627	-0.37096885
-0.1948179	0.17305301	-0.0835531	0.35507086	0.19960757	0.4306419	-0.20492226	-0.124862805	0.3964275	-0.069019094	0.71874726	0.14078857	-0.39174405	0.30372074	-0.17043638	-0.095319696
